distribution,fpr,tpr,threshold_keV
common_support,0.9183477369947383,0.9966664993222552,1270.3828125
common_support,0.9183998332918493,0.9966664993222552,1270.375
common_support,0.9184403526340467,0.9966664993222552,1270.3125
common_support,0.9184461411115035,0.9966664993222552,1270.28125
common_support,0.9184692950213306,0.9966664993222552,1270.25
common_support,0.9184750834987873,0.9966664993222552,1270.234375
common_support,0.918509814363528,0.9966664993222552,1270.1875
common_support,0.9185156028409848,0.9966664993222552,1270.15625
common_support,0.9185503337057254,0.9966664993222552,1270.125
common_support,0.918561910660639,0.9966664993222552,1270.09375
common_support,0.9186024300028364,0.9966664993222552,1270.0625
common_support,0.9186140069577499,0.9966664993222552,1270.03125
common_support,0.9186545262999474,0.9966664993222552,1270.0
common_support,0.9186718917323177,0.9966664993222552,1269.9375
common_support,0.9186776802097745,0.9966664993222552,1269.9140625
common_support,0.9186834686872312,0.9966664993222552,1269.90625
common_support,0.918689257164688,0.9966664993222552,1269.890625
common_support,0.9187066225970583,0.9966664993222552,1269.875
common_support,0.9187124110745151,0.9966664993222552,1269.84375
common_support,0.9187587188941693,0.9966664993222552,1269.8125
common_support,0.9187645073716261,0.9966664993222552,1269.78125
common_support,0.9188108151912803,0.9966664993222552,1269.75
common_support,0.918816603668737,0.9966664993222552,1269.71875
common_support,0.9188397575785641,0.9966664993222552,1269.6875
common_support,0.9188455460560209,0.9966664993222552,1269.671875
common_support,0.9188571230109345,0.9966664993222552,1269.65625
common_support,0.9189034308305887,0.9966765399869472,1269.625
common_support,0.9189150077855022,0.9966765399869472,1269.59375
common_support,0.9189381616953293,0.9966765399869472,1269.5625
common_support,0.9189439501727861,0.9966765399869472,1269.546875
common_support,0.9189497386502429,0.9966765399869472,1269.53125
common_support,0.9189902579924403,0.9966765399869472,1269.5
common_support,0.9190192003797241,0.9966765399869472,1269.46875
common_support,0.9190249888571809,0.9966765399869472,1269.4453125
common_support,0.919048142767008,0.9966765399869472,1269.4375
common_support,0.9190539312444648,0.9966765399869472,1269.421875
common_support,0.9190712966768351,0.9966765399869472,1269.40625
common_support,0.9190886621092054,0.9966865806516392,1269.375
common_support,0.9190944505866622,0.9966865806516392,1269.3671875
common_support,0.919100239064119,0.9966865806516392,1269.34375
common_support,0.9191176044964893,0.9966865806516392,1269.3125
common_support,0.9191465468837732,0.9966966213163312,1269.25
common_support,0.91915233536123,0.9966966213163312,1269.21875
common_support,0.9191928547034274,0.9966966213163312,1269.1875
common_support,0.9191986431808842,0.9966966213163312,1269.171875
common_support,0.9192044316583409,0.9966966213163312,1269.15625
common_support,0.9192565279554519,0.9966966213163312,1269.125
common_support,0.9192681049103655,0.9966966213163312,1269.09375
common_support,0.9193202012074764,0.9966966213163312,1269.0625
common_support,0.9193259896849332,0.9966966213163312,1269.046875
common_support,0.9193375666398467,0.9966966213163312,1269.03125
common_support,0.9193607205496738,0.9966966213163312,1269.0
common_support,0.9193665090271306,0.9966966213163312,1268.96875
common_support,0.9194243938016984,0.9967066619810231,1268.9375
common_support,0.9194301822791551,0.9967066619810231,1268.90625
common_support,0.9194359707566119,0.9967066619810231,1268.890625
common_support,0.9194533361889822,0.9967066619810231,1268.875
common_support,0.919459124666439,0.9967066619810231,1268.828125
common_support,0.9195285863959203,0.9967066619810231,1268.8125
common_support,0.9195401633508339,0.9967066619810231,1268.78125
common_support,0.9196327789901422,0.9967066619810231,1268.75
common_support,0.919638567467599,0.9967066619810231,1268.71875
common_support,0.9196443559450558,0.9967066619810231,1268.703125
common_support,0.9196559328999693,0.9967066619810231,1268.6875
common_support,0.9196617213774261,0.9967066619810231,1268.65625
common_support,0.9196675098548829,0.9967066619810231,1268.640625
common_support,0.9196964522421668,0.9967066619810231,1268.625
common_support,0.9197022407196235,0.9967066619810231,1268.609375
common_support,0.9197080291970803,0.9967066619810231,1268.59375
common_support,0.919742760061821,0.9967066619810231,1268.5625
common_support,0.9198064333138455,0.9967066619810231,1268.5
common_support,0.9198122217913023,0.9967066619810231,1268.46875
common_support,0.9198122217913023,0.9967167026457151,1268.453125
common_support,0.9198353757011294,0.9967167026457151,1268.4375
common_support,0.9198411641785861,0.9967167026457151,1268.40625
common_support,0.9199106259080674,0.9967167026457151,1268.375
common_support,0.9199164143855242,0.9967167026457151,1268.359375
common_support,0.919922202862981,0.9967167026457151,1268.34375
common_support,0.9199337798178945,0.9967167026457151,1268.328125
common_support,0.9199858761150055,0.9967167026457151,1268.3125
common_support,0.9199916645924623,0.9967167026457151,1268.28125
common_support,0.9200379724121165,0.9967367839750991,1268.25
common_support,0.9200727032768571,0.9967367839750991,1268.1875
common_support,0.9201132226190545,0.9967367839750991,1268.125
common_support,0.9201190110965113,0.9967367839750991,1268.1015625
common_support,0.9201305880514248,0.9967367839750991,1268.09375
common_support,0.9201711073936223,0.9967367839750991,1268.0625
common_support,0.9201826843485358,0.9967367839750991,1268.03125
common_support,0.9201884728259926,0.9967367839750991,1268.015625
common_support,0.9202232036907332,0.9967367839750991,1268.0
common_support,0.92022899216819,0.9967367839750991,1267.984375
common_support,0.9202347806456468,0.9967367839750991,1267.96875
common_support,0.9202695115103874,0.9967367839750991,1267.9375
common_support,0.9203100308525849,0.9967367839750991,1267.875
common_support,0.9203158193300416,0.9967367839750991,1267.828125
common_support,0.9203216078074984,0.9967367839750991,1267.8125
common_support,0.9203794925820662,0.9967568653044832,1267.75
common_support,0.9203852810595229,0.9967568653044832,1267.6953125
common_support,0.9204489543115474,0.9967568653044832,1267.6875
common_support,0.9204721082213745,0.9967568653044832,1267.625
common_support,0.9204778966988313,0.9967568653044832,1267.59375
common_support,0.9204836851762881,0.9967568653044832,1267.578125
common_support,0.920512627563572,0.9967568653044832,1267.5625
common_support,0.9205184160410287,0.9967568653044832,1267.53125
common_support,0.9205647238606829,0.9967568653044832,1267.5
common_support,0.9205763008155965,0.9967568653044832,1267.4375
common_support,0.9205820892930533,0.9967568653044832,1267.40625
common_support,0.92058787777051,0.9967568653044832,1267.390625
common_support,0.9206341855901642,0.9967568653044832,1267.375
common_support,0.920639974067621,0.9967568653044832,1267.359375
common_support,0.9206515510225346,0.9967568653044832,1267.34375
common_support,0.9206804934098184,0.9967568653044832,1267.3125
common_support,0.9206862818872752,0.9967568653044832,1267.296875
common_support,0.9207036473196455,0.9967568653044832,1267.28125
common_support,0.9207383781843862,0.9967568653044832,1267.25
common_support,0.9207441666618429,0.9967568653044832,1267.203125
common_support,0.9207731090491268,0.9967669059691752,1267.1875
common_support,0.9207846860040404,0.9967669059691752,1267.15625
common_support,0.9208483592560649,0.9967669059691752,1267.125
common_support,0.920871513165892,0.9967669059691752,1267.0625
common_support,0.9209062440306326,0.9967669059691752,1267.0
common_support,0.9209178209855462,0.9967669059691752,1266.96875
common_support,0.9209583403277436,0.9967669059691752,1266.9375
common_support,0.9209699172826571,0.9967669059691752,1266.90625
common_support,0.9210220135797681,0.9967769466338672,1266.875
common_support,0.9210278020572249,0.9967769466338672,1266.84375
common_support,0.9210335905346817,0.9967769466338672,1266.828125
common_support,0.9210451674895952,0.9967769466338672,1266.8125
common_support,0.9211146292190765,0.9967769466338672,1266.75
common_support,0.9211204176965333,0.9967769466338672,1266.71875
common_support,0.9211956679034714,0.9967869872985592,1266.6875
common_support,0.9212014563809281,0.9967869872985592,1266.65625
common_support,0.9212709181104094,0.9967869872985592,1266.625
common_support,0.9212767065878662,0.9967869872985592,1266.609375
common_support,0.921282495065323,0.9967869872985592,1266.59375
common_support,0.9213230144075204,0.9967970279632512,1266.5625
common_support,0.9213230144075204,0.9968070686279432,1266.53125
common_support,0.9213288028849772,0.9968070686279432,1266.515625
common_support,0.9214214185242856,0.9968070686279432,1266.5
common_support,0.9214735148213965,0.9968070686279432,1266.4375
common_support,0.9214793032988533,0.9968070686279432,1266.40625
common_support,0.9215198226410507,0.9968070686279432,1266.375
common_support,0.9215256111185075,0.9968070686279432,1266.34375
common_support,0.9215661304607049,0.9968070686279432,1266.3125
common_support,0.9216298037127294,0.9968070686279432,1266.25
common_support,0.9216529576225565,0.9968070686279432,1266.1875
common_support,0.9216645345774701,0.9968070686279432,1266.15625
common_support,0.9216703230549269,0.9968070686279432,1266.140625
common_support,0.9217108423971243,0.9968070686279432,1266.125
common_support,0.9217224193520378,0.9968070686279432,1266.09375
common_support,0.9217803041266056,0.9968070686279432,1266.0625
common_support,0.9217918810815191,0.9968070686279432,1266.03125
common_support,0.9217976695589759,0.9968070686279432,1266.015625
common_support,0.9218671312884572,0.9968070686279432,1266.0
common_support,0.921872919765914,0.9968070686279432,1265.96875
common_support,0.9219076506306546,0.9968171092926351,1265.9375
common_support,0.9219250160630249,0.9968171092926351,1265.90625
common_support,0.9219308045404817,0.9968171092926351,1265.890625
common_support,0.9219829008375927,0.9968271499573271,1265.875
common_support,0.9219944777925062,0.9968271499573271,1265.84375
common_support,0.9220176317023333,0.9968271499573271,1265.8125
common_support,0.9220234201797901,0.9968271499573271,1265.78125
common_support,0.9220639395219875,0.9968271499573271,1265.75
common_support,0.9220697279994443,0.9968271499573271,1265.71875
common_support,0.9221160358190985,0.9968371906220191,1265.6875
common_support,0.922127612774012,0.9968371906220191,1265.65625
common_support,0.9221623436387527,0.9968472312867112,1265.625
common_support,0.9221681321162095,0.9968472312867112,1265.609375
common_support,0.9221739205936662,0.9968472312867112,1265.59375
common_support,0.9222144399358637,0.9968472312867112,1265.5625
common_support,0.9222202284133204,0.9968472312867112,1265.53125
common_support,0.9222433823231475,0.9968472312867112,1265.5
common_support,0.9222491708006043,0.9968472312867112,1265.484375
common_support,0.9222549592780611,0.9968472312867112,1265.46875
common_support,0.9222607477555179,0.9968472312867112,1265.4609375
common_support,0.9222723247104314,0.9968472312867112,1265.4375
common_support,0.9222781131878882,0.9968472312867112,1265.40625
common_support,0.9223359979624559,0.9968472312867112,1265.375
common_support,0.9223475749173695,0.9968472312867112,1265.34375
common_support,0.9223823057821101,0.9968572719514032,1265.3125
common_support,0.9223938827370237,0.9968572719514032,1265.28125
common_support,0.9224228251243075,0.9968572719514032,1265.25
common_support,0.9224344020792211,0.9968572719514032,1265.21875
common_support,0.9224864983763321,0.9968572719514032,1265.1875
common_support,0.9224922868537888,0.9968572719514032,1265.15625
common_support,0.9224980753312456,0.9968572719514032,1265.140625
common_support,0.9225675370607269,0.9968572719514032,1265.125
common_support,0.9225791140156404,0.9968773532807872,1265.0625
common_support,0.9225849024930972,0.9968773532807872,1265.03125
common_support,0.9226254218352946,0.9968773532807872,1265.0
common_support,0.9226312103127514,0.9968773532807872,1264.984375
common_support,0.9226659411774921,0.9968773532807872,1264.9375
common_support,0.9227064605196895,0.9968873939454792,1264.875
common_support,0.922718037474603,0.9968873939454792,1264.84375
common_support,0.9227643452942572,0.9968873939454792,1264.8125
common_support,0.922770133771714,0.9968873939454792,1264.78125
common_support,0.9228280185462818,0.9968873939454792,1264.75
common_support,0.9228395955011953,0.9968873939454792,1264.71875
common_support,0.9228511724561088,0.9968873939454792,1264.703125
common_support,0.9228743263659359,0.9968873939454792,1264.6875
common_support,0.9228859033208495,0.9968873939454792,1264.65625
common_support,0.9229322111405037,0.9968873939454792,1264.625
common_support,0.922949576572874,0.9968873939454792,1264.59375
common_support,0.9229727304827011,0.9968873939454792,1264.5625
common_support,0.9229727304827011,0.9968974346101712,1264.53125
common_support,0.9230421922121824,0.9968974346101712,1264.5
common_support,0.9230479806896392,0.9968974346101712,1264.484375
common_support,0.923053769167096,0.9968974346101712,1264.453125
common_support,0.9230942885092934,0.9969074752748632,1264.4375
common_support,0.9231000769867502,0.9969074752748632,1264.40625
common_support,0.9231579617613179,0.9969175159395552,1264.375
common_support,0.9231695387162314,0.9969175159395552,1264.34375
common_support,0.9232274234907992,0.9969175159395552,1264.3125
common_support,0.9232390004457127,0.9969175159395552,1264.28125
common_support,0.9232853082653669,0.9969175159395552,1264.25
common_support,0.9232910967428237,0.9969175159395552,1264.203125
common_support,0.9233258276075644,0.9969175159395552,1264.1875
common_support,0.9233316160850211,0.9969175159395552,1264.15625
common_support,0.9233663469497618,0.9969275566042473,1264.125
common_support,0.9233721354272186,0.9969275566042473,1264.09375
common_support,0.9233895008595889,0.9969275566042473,1264.0625
common_support,0.9233952893370456,0.9969275566042473,1264.046875
common_support,0.9234415971566998,0.9969275566042473,1264.0
common_support,0.9234473856341566,0.9969275566042473,1263.984375
common_support,0.9234589625890702,0.9969275566042473,1263.953125
common_support,0.9234821164988973,0.9969375972689392,1263.9375
common_support,0.9234936934538108,0.9969375972689392,1263.90625
common_support,0.9235573667058353,0.9969476379336312,1263.875
common_support,0.9235689436607489,0.9969476379336312,1263.84375
common_support,0.9236036745254895,0.9969476379336312,1263.8125
common_support,0.923644193867687,0.9969476379336312,1263.75
common_support,0.9236499823451437,0.9969476379336312,1263.71875
common_support,0.9237020786422547,0.9969476379336312,1263.6875
common_support,0.9237078671197115,0.9969476379336312,1263.671875
common_support,0.9237368095069953,0.9969476379336312,1263.625
common_support,0.9237425979844521,0.9969476379336312,1263.59375
common_support,0.9237773288491928,0.9969476379336312,1263.5625
common_support,0.9237831173266495,0.9969476379336312,1263.53125
common_support,0.9237889058041063,0.9969476379336312,1263.515625
common_support,0.9238410021012173,0.9969476379336312,1263.5
common_support,0.9238525790561308,0.9969476379336312,1263.46875
common_support,0.9238873099208715,0.9969476379336312,1263.4375
common_support,0.9238930983983283,0.9969476379336312,1263.421875
common_support,0.923898886875785,0.9969476379336312,1263.40625
common_support,0.9239336177405257,0.9969476379336312,1263.375
common_support,0.9239683486052663,0.9969476379336312,1263.3125
common_support,0.9239683486052663,0.9969576785983232,1263.28125
common_support,0.9239857140376366,0.9969576785983232,1263.25
common_support,0.9239915025150934,0.9969576785983232,1263.1875
common_support,0.9240378103347476,0.9969576785983232,1263.125
common_support,0.9240551757671179,0.9969576785983232,1263.09375
common_support,0.9240841181544018,0.9969576785983232,1263.0625
common_support,0.9240956951093154,0.9969576785983232,1263.03125
common_support,0.924182522271167,0.9969677192630152,1263.0
common_support,0.9241940992260805,0.9969677192630152,1262.96875
common_support,0.9242114646584509,0.9969677192630152,1262.9375
common_support,0.9242751379104754,0.9969677192630152,1262.875
common_support,0.9242982918203025,0.9969677192630152,1262.84375
common_support,0.924309868775216,0.9969677192630152,1262.8125
common_support,0.9243156572526728,0.9969677192630152,1262.796875
common_support,0.9243272342075863,0.9969677192630152,1262.78125
common_support,0.9243793305046973,0.9969878005923992,1262.75
common_support,0.9244256383243515,0.9969878005923992,1262.6875
common_support,0.9244777346214625,0.9969878005923992,1262.625
common_support,0.9244835230989193,0.9969878005923992,1262.59375
common_support,0.9245298309185734,0.9969878005923992,1262.5625
common_support,0.9245992926480547,0.9969878005923992,1262.5
common_support,0.9246282350353386,0.9969878005923992,1262.4375
common_support,0.9246340235127954,0.9969878005923992,1262.40625
common_support,0.9246803313324496,0.9969878005923992,1262.375
common_support,0.9246919082873631,0.9969878005923992,1262.34375
common_support,0.9247324276295606,0.9969878005923992,1262.3125
common_support,0.9247382161070173,0.9969878005923992,1262.3046875
common_support,0.9247440045844741,0.9969878005923992,1262.28125
common_support,0.9248076778364986,0.9969978412570912,1262.25
common_support,0.9248192547914122,0.9969978412570912,1262.234375
common_support,0.9248366202237825,0.9969978412570912,1262.21875
common_support,0.9248424087012393,0.9969978412570912,1262.203125
common_support,0.9248771395659799,0.9969978412570912,1262.1875
common_support,0.9248829280434367,0.9969978412570912,1262.1640625
common_support,0.9248887165208936,0.9969978412570912,1262.15625
common_support,0.924929235863091,0.9969978412570912,1262.125
common_support,0.9249350243405478,0.9969978412570912,1262.09375
common_support,0.9249581782503749,0.9969978412570912,1262.0625
common_support,0.9249639667278315,0.9969978412570912,1262.03125
common_support,0.9250334284573128,0.9969978412570912,1262.0
common_support,0.9250392169347696,0.9969978412570912,1261.96875
common_support,0.9250623708445967,0.9969978412570912,1261.9375
common_support,0.9250681593220536,0.9969978412570912,1261.90625
common_support,0.9251202556191644,0.9969978412570912,1261.875
common_support,0.925131832574078,0.9970078819217832,1261.8125
common_support,0.9251376210515349,0.9970078819217832,1261.78125
common_support,0.9252012943035594,0.9970179225864753,1261.75
common_support,0.9252418136457567,0.9970279632511673,1261.6875
common_support,0.9252533906006704,0.9970279632511673,1261.65625
common_support,0.9252996984203246,0.9970480445805512,1261.625
common_support,0.9253228523301515,0.9970480445805512,1261.5625
common_support,0.9253286408076083,0.9970480445805512,1261.53125
common_support,0.9253517947174354,0.9970480445805512,1261.5
common_support,0.9253575831948923,0.9970480445805512,1261.46875
common_support,0.925363371672349,0.9970480445805512,1261.453125
common_support,0.9253923140596328,0.9970480445805512,1261.4375
common_support,0.9254212564469168,0.9970480445805512,1261.40625
common_support,0.9254559873116575,0.9970480445805512,1261.375
common_support,0.9254791412214846,0.9970480445805512,1261.3125
common_support,0.9254849296989412,0.9970480445805512,1261.296875
common_support,0.925490718176398,0.9970480445805512,1261.28125
common_support,0.9255659683833362,0.9970480445805512,1261.25
common_support,0.9255775453382497,0.9970480445805512,1261.21875
common_support,0.9256238531579039,0.9970480445805512,1261.1875
common_support,0.9256585840226446,0.9970480445805512,1261.125
common_support,0.9256643725001013,0.9970480445805512,1261.109375
common_support,0.925670160977558,0.9970480445805512,1261.09375
common_support,0.9256933148873852,0.9970480445805512,1261.0625
common_support,0.9257048918422988,0.9970480445805512,1261.03125
common_support,0.9257338342295826,0.9970480445805512,1261.0
common_support,0.9257396227070394,0.9970480445805512,1260.96875
common_support,0.9257801420492368,0.9970480445805512,1260.9375
common_support,0.9257859305266936,0.9970480445805512,1260.890625
common_support,0.9258380268238046,0.9970480445805512,1260.875
common_support,0.9258438153012614,0.9970480445805512,1260.859375
common_support,0.9258669692110884,0.9970480445805512,1260.84375
common_support,0.9259190655081994,0.9970480445805512,1260.8125
common_support,0.925930642463113,0.9970480445805512,1260.78125
common_support,0.9259711618053104,0.9970480445805512,1260.75
common_support,0.9259769502827672,0.9970480445805512,1260.71875
common_support,0.9259943157151375,0.9970480445805512,1260.6875
common_support,0.926005892670051,0.9970480445805512,1260.65625
common_support,0.9260406235347917,0.9970480445805512,1260.625
common_support,0.926057988967162,0.9970480445805512,1260.59375
common_support,0.9261158737417298,0.9970480445805512,1260.5625
common_support,0.9261274506966433,0.9970480445805512,1260.53125
common_support,0.9261332391741001,0.9970480445805512,1260.515625
common_support,0.9262084893810381,0.9970480445805512,1260.5
common_support,0.9262142778584949,0.9970480445805512,1260.484375
common_support,0.9262258548134085,0.9970480445805512,1260.46875
common_support,0.926237431768322,0.9970480445805512,1260.4375
common_support,0.9262432202457788,0.9970480445805512,1260.421875
common_support,0.9263358358850872,0.9970480445805512,1260.375
common_support,0.9263647782723711,0.9970480445805512,1260.3125
common_support,0.9263705667498278,0.9970480445805512,1260.296875
common_support,0.9263763552272846,0.9970480445805512,1260.28125
common_support,0.9264284515243956,0.9970480445805512,1260.25
common_support,0.9264400284793091,0.9970480445805512,1260.21875
common_support,0.9264747593440498,0.9970480445805512,1260.1875
common_support,0.9264805478215065,0.9970480445805512,1260.171875
common_support,0.9265326441186175,0.9970480445805512,1260.125
common_support,0.9265384325960743,0.9970480445805512,1260.09375
common_support,0.9265500095509878,0.9970580852452432,1260.0625
common_support,0.9266136828030124,0.9970580852452432,1260.0
common_support,0.9266194712804691,0.9970580852452432,1259.96875
common_support,0.9266657791001233,0.9970580852452432,1259.9375
common_support,0.9267294523521478,0.9970681259099352,1259.875
common_support,0.9267352408296046,0.9970681259099352,1259.859375
common_support,0.9267410293070614,0.9970681259099352,1259.84375
common_support,0.9267641832168885,0.9970681259099352,1259.8125
common_support,0.9267873371267156,0.9970681259099352,1259.78125
common_support,0.9267931256041724,0.9970681259099352,1259.765625
common_support,0.9268452219012833,0.9970681259099352,1259.75
common_support,0.9268683758111104,0.9970681259099352,1259.6875
common_support,0.9268741642885672,0.9970681259099352,1259.671875
common_support,0.926879952766024,0.9970681259099352,1259.6640625
common_support,0.9268857412434808,0.9970681259099352,1259.65625
common_support,0.9269262605856782,0.9970681259099352,1259.625
common_support,0.9269262605856782,0.9970781665746272,1259.609375
common_support,0.926932049063135,0.9970781665746272,1259.59375
common_support,0.9269783568827891,0.9970781665746272,1259.5625
common_support,0.9269841453602459,0.9970781665746272,1259.5546875
common_support,0.9269899338377027,0.9970781665746272,1259.53125
common_support,0.9270246647024433,0.9970781665746272,1259.5
common_support,0.9270478186122704,0.9970781665746272,1259.4375
common_support,0.9271172803417517,0.9970882072393192,1259.375
common_support,0.9271230688192085,0.9970882072393192,1259.34375
common_support,0.9271925305486898,0.9970882072393192,1259.3125
common_support,0.9272041075036034,0.9970882072393192,1259.28125
common_support,0.9272330498908872,0.9970882072393192,1259.25
common_support,0.9272446268458008,0.9970882072393192,1259.21875
common_support,0.9272504153232575,0.9970882072393192,1259.203125
common_support,0.927290934665455,0.9970982479040112,1259.1875
common_support,0.9272967231429117,0.9970982479040112,1259.15625
common_support,0.9273546079174795,0.9970982479040112,1259.125
common_support,0.9273603963949363,0.9970982479040112,1259.078125
common_support,0.9273893387822201,0.9970982479040112,1259.0625
common_support,0.9274009157371337,0.9970982479040112,1259.03125
common_support,0.9274067042145905,0.9970982479040112,1259.015625
common_support,0.9274472235567879,0.9970982479040112,1259.0
common_support,0.9274877428989853,0.9970982479040112,1258.9375
common_support,0.9275398391960963,0.9970982479040112,1258.875
common_support,0.927545627673553,0.9970982479040112,1258.84375
common_support,0.9275803585382937,0.9970982479040112,1258.8125
common_support,0.9276035124481208,0.9970982479040112,1258.75
common_support,0.9276093009255776,0.9970982479040112,1258.7265625
common_support,0.9276150894030343,0.9970982479040112,1258.71875
common_support,0.9276382433128614,0.9970982479040112,1258.6875
common_support,0.927649820267775,0.9970982479040112,1258.65625
common_support,0.9276961280874292,0.9970982479040112,1258.625
common_support,0.9277077050423427,0.9970982479040112,1258.59375
common_support,0.9277308589521698,0.9970982479040112,1258.5625
common_support,0.9277366474296266,0.9970982479040112,1258.53125
common_support,0.9277887437267376,0.9971082885687033,1258.5
common_support,0.9278061091591079,0.9971082885687033,1258.46875
common_support,0.9278524169787621,0.9971082885687033,1258.4375
common_support,0.9278582054562189,0.9971082885687033,1258.40625
common_support,0.9278987247984163,0.9971082885687033,1258.375
common_support,0.9279103017533298,0.9971082885687033,1258.34375
common_support,0.9279450326180705,0.9971082885687033,1258.3125
common_support,0.9279508210955273,0.9971082885687033,1258.296875
common_support,0.927956609572984,0.9971082885687033,1258.28125
common_support,0.9279797634828111,0.9971082885687033,1258.25
common_support,0.9279855519602679,0.9971082885687033,1258.234375
common_support,0.9279913404377247,0.9971082885687033,1258.21875
common_support,0.9279971289151815,0.9971082885687033,1258.203125
common_support,0.9280202828250086,0.9971082885687033,1258.1875
common_support,0.9280260713024653,0.9971082885687033,1258.140625
common_support,0.9280897445544898,0.9971082885687033,1258.125
common_support,0.9280955330319466,0.9971082885687033,1258.09375
common_support,0.9281302638966873,0.9971283698980873,1258.0625
common_support,0.9281649947614279,0.9971283698980873,1258.0
common_support,0.9281707832388847,0.9971283698980873,1257.984375
common_support,0.9281823601937982,0.9971283698980873,1257.96875
common_support,0.9282170910585389,0.9971283698980873,1257.9375
common_support,0.9282286680134524,0.9971283698980873,1257.90625
common_support,0.9282344564909092,0.9971283698980873,1257.890625
common_support,0.9282691873556499,0.9971283698980873,1257.875
common_support,0.9282807643105634,0.9971283698980873,1257.84375
common_support,0.9283097066978473,0.9971283698980873,1257.8125
common_support,0.9283212836527608,0.9971283698980873,1257.78125
common_support,0.9283618029949582,0.9971283698980873,1257.75
common_support,0.9283618029949582,0.9971384105627793,1257.734375
common_support,0.9283733799498718,0.9971384105627793,1257.71875
common_support,0.9283791684273286,0.9971384105627793,1257.703125
common_support,0.9284081108146124,0.9971384105627793,1257.6875
common_support,0.928419687769526,0.9971384105627793,1257.65625
common_support,0.9284949379764641,0.9971384105627793,1257.625
common_support,0.9285007264539208,0.9971384105627793,1257.59375
common_support,0.928547034273575,0.9971384105627793,1257.5625
common_support,0.9286164960030563,0.9971484512274713,1257.5
common_support,0.9286222844805131,0.9971484512274713,1257.484375
common_support,0.9286338614354266,0.9971484512274713,1257.46875
common_support,0.9286570153452537,0.9971484512274713,1257.4375
common_support,0.9286628038227105,0.9971584918921632,1257.40625
common_support,0.9287091116423647,0.9971584918921632,1257.375
common_support,0.9287149001198215,0.9971584918921632,1257.359375
common_support,0.928726477074735,0.9971584918921632,1257.34375
common_support,0.9287554194620189,0.9971685325568552,1257.3125
common_support,0.9287727848943892,0.9971685325568552,1257.28125
common_support,0.928830669668957,0.9971685325568552,1257.25
common_support,0.9288480351013273,0.9971685325568552,1257.21875
common_support,0.9288538235787841,0.9971685325568552,1257.2109375
common_support,0.9288885544435247,0.9971685325568552,1257.1875
common_support,0.9288943429209815,0.9971785732215472,1257.15625
common_support,0.9289869585602899,0.9971785732215472,1257.125
common_support,0.9290216894250305,0.9971785732215472,1257.09375
common_support,0.9290737857221415,0.9971785732215472,1257.0625
common_support,0.9290795741995983,0.9971785732215472,1257.03125
common_support,0.9290853626770551,0.9971785732215472,1257.015625
common_support,0.9291490359290796,0.9971785732215472,1257.0
common_support,0.9291779783163634,0.9971886138862393,1256.9375
common_support,0.9292069207036473,0.9971886138862393,1256.875
common_support,0.9292184976585609,0.9971886138862393,1256.84375
common_support,0.9292532285233015,0.9971986545509313,1256.8125
common_support,0.9292590170007583,0.9971986545509313,1256.8046875
common_support,0.9292705939556718,0.9971986545509313,1256.765625
common_support,0.929316901775326,0.9971986545509313,1256.75
common_support,0.9293226902527828,0.9971986545509313,1256.71875
common_support,0.9293458441626099,0.9971986545509313,1256.6875
common_support,0.9293516326400667,0.9971986545509313,1256.640625
common_support,0.9294095174146344,0.9971986545509313,1256.625
common_support,0.929421094369548,0.9971986545509313,1256.59375
common_support,0.9294558252342886,0.9971986545509313,1256.5625
common_support,0.9294674021892022,0.9971986545509313,1256.53125
common_support,0.929548440873597,0.9971986545509313,1256.5
common_support,0.9295889602157944,0.9971986545509313,1256.4375
common_support,0.9295947486932512,0.9971986545509313,1256.421875
common_support,0.929652633467819,0.9971986545509313,1256.375
common_support,0.9296699989001893,0.9971986545509313,1256.34375
common_support,0.9297105182423867,0.9971986545509313,1256.3125
common_support,0.9297163067198435,0.9971986545509313,1256.28125
common_support,0.9297973454042383,0.9971986545509313,1256.25
common_support,0.9298031338816951,0.9971986545509313,1256.234375
common_support,0.9298204993140654,0.9971986545509313,1256.21875
common_support,0.9298610186562628,0.9971986545509313,1256.1875
common_support,0.9298668071337196,0.9971986545509313,1256.171875
common_support,0.9298783840886332,0.9971986545509313,1256.15625
common_support,0.9299189034308306,0.9971986545509313,1256.125
common_support,0.9299246919082874,0.9971986545509313,1256.09375
common_support,0.9299536342955712,0.9971986545509313,1256.0625
common_support,0.9299999421152254,0.9972086952156233,1256.0
common_support,0.9300346729799661,0.9972086952156233,1255.9375
common_support,0.9301041347094474,0.9972086952156233,1255.875
common_support,0.9301099231869041,0.9972086952156233,1255.859375
common_support,0.9301157116643609,0.9972086952156233,1255.84375
common_support,0.9301330770967312,0.9972086952156233,1255.8125
common_support,0.930138865574188,0.9972086952156233,1255.78125
common_support,0.9301678079614719,0.9972086952156233,1255.75
common_support,0.9301735964389287,0.9972086952156233,1255.71875
common_support,0.9302141157811261,0.9972086952156233,1255.6875
common_support,0.9302199042585829,0.9972086952156233,1255.65625
common_support,0.9302256927360396,0.9972086952156233,1255.6484375
common_support,0.9302835775106074,0.9972086952156233,1255.625
common_support,0.9302893659880641,0.9972086952156233,1255.59375
common_support,0.9303125198978912,0.9972187358803153,1255.5625
common_support,0.930318308375348,0.9972187358803153,1255.53125
common_support,0.9303472507626319,0.9972187358803153,1255.5
