run_id,tokenization,position_encoding,num_tokens,feature_dim,parameter_count,rope_base,rope_time_axis_only,n_train,n_val,n_test,epochs_completed,best_epoch,best_val_rmse_scaled,test_rmse_ms,test_mae_ms,test_bias_ms,test_r2,test_median_abs_error_ms,test_rmse_ms_pileup_only,test_mae_ms_pileup_only,test_bias_ms_pileup_only,test_r2_pileup,test_rmse_ms_clean,test_mae_ms_clean,test_bias_ms_clean,test_frac_within_100ms,test_frac_within_250ms,training_seconds,minutes_per_epoch,evaluation_seconds,d_model,dim_feedforward,dropout,dt_scale,gpu_name,hostname,nhead,num_frequencies,num_layers,patch_size,seed,slurm_array_task_id,slurm_job_id,split_seed,stopped_early,task,test_ers_DEGENERATE,test_frac_res68_DEGENERATE,test_rmse_scaled,token_count,torch_version,train_weight_sum
regression__segment_summary__rope_base16,segment_summary,rope,500,2,106689,16.0,False,7650,1350,1000,14,9,0.2113487115255852,609.2858539779162,259.1591388140089,26.05400324104792,0.9182426497450216,117.26578697562218,840.0655618831566,396.80956346468935,-76.0203261356372,0.8150836535762581,214.4400016979285,125.30971208267664,125.30971208267664,0.236,0.772,61.489,0.0732,1.233,64,256,0.1,3000.0,NVIDIA L40S,gpu-n58.crc.pitt.edu,4,6,2,20,,5,3642001,,True,regression,0.0,18111.287666117063,0.2030952846593054,500,2.5.1.post303,7650.0
regression__segment_summary__rope,segment_summary,rope,500,2,106689,8.0,False,7650,1350,1000,16,11,0.21600263741356932,608.5454271268917,256.77472344010715,-53.43986212225193,0.9184412381566995,88.80951628088951,840.5034476647503,418.10942260566657,-211.1290876628104,0.8148908273350088,208.54353779272992,99.89502582941535,99.89502582941535,0.568,0.73,67.551,0.0704,1.299,64,256,0.1,3000.0,NVIDIA L40S,gpu-n55.crc.pitt.edu,4,6,2,20,,5,3641609,,True,regression,0.0,13166.256948116608,0.20284847570896394,500,2.5.1.post303,7650.0
regression__segment_summary__rope_base4_seed2,segment_summary,rope,500,2,106689,4.0,False,7650,1350,1000,18,13,0.21544248856561898,633.2497829760282,256.25010580959815,32.36287011443144,0.9116849504947107,114.09618705511093,841.7617954034711,373.702712644547,-80.42961128074053,0.8143361453175144,319.28102162442616,142.04076622452962,142.04076622452962,0.186,0.812,93.814,0.0869,2.161,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,2,5,3642789,2,True,regression,0.0,18036.414648723017,0.2110832609920094,500,2.5.1.post303,7650.0
regression__raw_patches__coordinate_mlp_seed1,raw_patches,coordinate_mlp,500,20,112257,,,7650,1350,1000,29,24,0.19944122576099854,619.9836292031806,292.03161810191625,-2.0648095677190432,0.9153464721710629,160.13045981526375,843.115879491987,411.7980377707484,-184.74644026096638,0.8137383356252221,258.70797949561387,175.57235795056678,175.57235795056678,0.241,0.697,108.277,0.0622,3.993,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,1,0,3642652,1,True,regression,0.0,25163.063074288206,0.20666120973439353,500,2.5.1.post303,7650.0
regression__raw_patches__rope_seed1,raw_patches,rope,500,20,107841,8.0,False,7650,1350,1000,22,17,0.17923139227436188,653.4072587256866,184.723588079846,17.35278794778949,0.9059730114440392,44.34037264358378,846.3876047980647,304.58917088451204,-27.6192297608433,0.8122899477976924,381.44762364785663,68.16790302521025,61.082974792673035,0.667,0.891,117.064,0.0887,1.994,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,1,2,3642654,1,True,regression,0.0,4184.724081018621,0.2178024195752289,500,2.5.1.post303,7650.0
regression__pulse_entities__rope_base4_seed2,pulse_entities,rope,500,2,106689,4.0,False,7650,1350,1000,23,18,0.2001753813856421,619.07928045473,231.33781068801227,-94.98018642650479,0.9155932544192191,98.2089601457119,846.5531593635025,351.6476601859306,-128.41053585027936,0.8122165079334424,243.04769150583016,114.35012665946455,-62.472963022321636,0.53,0.834,94.733,0.0686,1.287,64,256,0.1,3000.0,NVIDIA L40S,gpu-n61.crc.pitt.edu,4,6,2,20,2,8,3642647,2,True,regression,0.0,15446.8967670469,0.2063597601515767,500,2.5.1.post303,7650.0
regression__segment_summary__rope_base4_seed1,segment_summary,rope,500,2,106689,4.0,False,7650,1350,1000,19,14,0.20494349935237566,622.2896634509701,222.46338121635546,-99.72364200042122,0.9147155620144687,36.59887611865997,856.009269106618,402.5260656778443,-230.93206069988594,0.8079979454076219,226.4456251432031,47.3728418879255,27.86166454560658,0.605,0.79,112.84,0.099,1.394,64,256,0.1,3000.0,NVIDIA L40S,gpu-n61.crc.pitt.edu,4,6,2,20,1,5,3642771,1,True,regression,0.0,2204.363770525536,0.20742988781699004,500,2.5.1.post303,7650.0
regression__segment_summary__rope_seed2,segment_summary,rope,500,2,106689,8.0,False,7650,1350,1000,27,22,0.20169759193518483,623.2766387605548,214.93816649693838,-109.39294377477401,0.9144448186907721,94.48526054620743,860.8937298662087,330.24267475553006,-167.28104708677603,0.805800534249266,213.4192726095338,102.8176091567299,-53.10332852266949,0.536,0.855,110.371,0.0681,1.466,64,256,0.1,3000.0,NVIDIA L40S,gpu-n61.crc.pitt.edu,4,6,2,20,2,5,3642854,2,True,regression,0.0,15142.796925697583,0.2077588795868516,500,2.5.1.post303,7650.0
regression__raw_patches__fourier_coordinates_seed2,raw_patches,fourier_coordinates,500,20,114561,,,7650,1350,1000,11,6,0.19291693265848736,620.9386632942657,223.1000893923031,54.17981655387646,0.915085467620953,79.36950400471687,867.5683520843055,369.52140175957436,26.883931499074116,0.8027775527605029,169.09157867526326,80.72196908251068,80.72196908251068,0.571,0.809,43.841,0.0664,1.703,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,2,1,3642779,2,True,regression,0.0,10678.566369602639,0.20697955443142188,500,2.5.1.post303,7650.0
regression__pulse_entities__rope,pulse_entities,rope,500,2,106689,8.0,False,7650,1350,1000,12,7,0.2351342910710602,631.4923842027005,293.2527950390995,-23.196725708856523,0.9121744552721994,148.45644682645798,872.4578800711298,433.075361419244,-208.81007620338485,0.8005482365538164,215.38248315974596,157.2912068232982,157.2912068232982,0.141,0.757,124.366,0.1727,1.578,64,256,0.1,3000.0,NVIDIA L40S,gpu-n73.crc.pitt.edu,4,6,2,20,,8,3641603,,True,regression,0.0,23639.89710720611,0.21049746140090017,500,2.5.1.post303,7650.0
regression__pulse_entities__rope_base16,pulse_entities,rope,500,2,106689,16.0,False,7650,1350,1000,16,11,0.22821881140565867,698.5094676465566,335.8223491103372,42.82965602962737,0.8925443609344205,142.710093408823,879.5483226283865,465.2047753290563,-129.1008901490569,0.797293184607776,458.3825590969852,210.0126131619575,210.0126131619575,0.218,0.694,67.516,0.0703,1.023,64,256,0.1,3000.0,NVIDIA L40S,gpu-n58.crc.pitt.edu,4,6,2,20,,8,3641997,,True,regression,0.0,21073.65266590873,0.2328364892155189,500,2.5.1.post303,7650.0
regression__raw_patches__rope_base4_seed3,raw_patches,rope,500,20,107841,4.0,False,7650,1350,1000,14,9,0.19807287958319714,639.282242162406,293.3693750372069,-42.12560535730356,0.9099943237671353,125.04178001053083,881.045694718236,468.84363927889893,-211.54958134674868,0.7966024075632069,226.43240156542757,122.74055398956558,122.61999654170324,0.358,0.671,68.708,0.0818,1.732,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,3,2,3642735,3,True,regression,0.0,17569.506384829238,0.21309408072080196,500,2.5.1.post303,7650.0
regression__pulse_entities__rope_seed1,pulse_entities,rope,500,2,106689,8.0,False,7650,1350,1000,22,17,0.19609391090533984,694.7712527982535,251.8546735762311,31.41322478143936,0.8936914245471514,72.09701836109161,881.9215897126057,385.9421188217053,-61.20077934217249,0.7961977895261183,442.46652298077277,121.46984023102642,121.46984023102642,0.606,0.791,105.05,0.0796,1.898,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,1,8,3642644,1,True,regression,0.0,10394.485115234085,0.2315904175994178,500,2.5.1.post303,7650.0
regression__segment_summary__coordinate_mlp_seed2,segment_summary,coordinate_mlp,500,2,111105,,,7650,1350,1000,44,39,0.19084476411523796,624.5698281966587,203.20470421886318,23.39171682535177,0.9140894264681857,46.06329649686813,882.3095567834747,372.24185686154726,41.63970183646231,0.7960184403886866,111.48702948429114,38.83524415408366,5.647620946697935,0.605,0.837,54.621,0.0207,0.962,64,256,0.1,3000.0,NVIDIA L40S,gpu-n60.crc.pitt.edu,4,6,2,20,2,3,3642851,2,True,regression,0.0,3966.667161787138,0.20818994273221955,500,2.5.1.post303,7650.0
regression__raw_patches__coordinate_mlp_seed2,raw_patches,coordinate_mlp,500,20,112257,,,7650,1350,1000,20,15,0.21324458638267385,629.890926654621,210.86251469096783,6.096488494933303,0.9126193396224962,39.14188966155052,888.3293681502248,382.19245280939487,-33.154456310350696,0.793225498939335,123.41260142802942,44.263580780939236,44.263580780939236,0.652,0.835,48.931,0.0408,1.882,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,2,0,3642687,2,True,regression,0.0,5441.1192476620645,0.209963642218207,500,2.5.1.post303,7650.0
regression__segment_summary__coordinate_mlp_seed3,segment_summary,coordinate_mlp,500,2,111105,,,7650,1350,1000,24,19,0.19496423332049323,632.3506118996158,204.47078128684313,27.70829991860753,0.9119355750086229,77.08399961973919,892.5398611496586,324.7240405205569,-33.820546433267815,0.7912607189742106,118.58789735621833,87.53812487220623,87.53812487220623,0.728,0.883,38.223,0.0265,1.19,64,256,0.1,3000.0,NVIDIA L40S,gpu-n71.crc.pitt.edu,4,6,2,20,3,3,3642856,3,True,regression,0.0,12440.415549897418,0.21078353729987195,500,2.5.1.post303,7650.0
regression__raw_patches__coordinate_mlp_seed4,raw_patches,coordinate_mlp,500,20,112257,,,7650,1350,1000,19,14,0.22297784680016158,703.8115951721927,221.4429997080423,-8.905388509347386,0.8909068574087884,35.849735140800476,969.37438645822,399.10295754245067,-55.70114728406271,0.7537750704276485,251.56401440839306,48.688839525866086,36.5981796877624,0.665,0.848,48.888,0.0429,2.649,64,256,0.1,3000.0,NVIDIA L40S,gpu-n60.crc.pitt.edu,4,6,2,20,4,0,3642763,4,True,regression,0.0,2537.4667635065007,0.23460386505739758,500,2.5.1.post303,7650.0
regression__pulse_entities__rope_base4_seed3,pulse_entities,rope,500,2,106689,4.0,False,7650,1350,1000,11,6,0.21914438780815254,760.2715093923601,327.7030061915023,97.19662297008998,0.8727018625600091,124.11686405539513,975.6501567083926,476.4016585555777,8.84307189956893,0.750576609400523,463.0943996386502,183.11043101302266,183.11043101302266,0.18,0.756,93.731,0.142,1.49,64,256,0.1,3000.0,NVIDIA L40S,gpu-n65.crc.pitt.edu,4,6,2,20,3,8,3642649,3,True,regression,0.0,19591.90721604155,0.25342383646412003,500,2.5.1.post303,7650.0
regression__segment_summary__coordinate_mlp,segment_summary,coordinate_mlp,500,2,111105,,,7650,1350,1000,22,17,0.22483645496371424,743.9790947427636,230.3588532828835,11.378219513729865,0.8780993329262934,18.71228590607643,1024.9531087367136,423.0589147470358,4.09052774609476,0.7247312343797107,264.96309141766534,42.979898052455404,18.46467324438885,0.671,0.853,29.905,0.0227,1.155,64,256,0.1,3000.0,NVIDIA L40S,gpu-n55.crc.pitt.edu,4,6,2,20,,3,3641607,,True,regression,0.0,2375.826241601846,0.24799303158092115,500,2.5.1.post303,7650.0
regression__segment_summary__coordinate_mlp_seed4,segment_summary,coordinate_mlp,500,2,111105,,,7650,1350,1000,19,14,0.24360149076556714,748.0963515897768,280.542699048574,19.546637164936126,0.8767463778963609,85.55498870919087,1047.1897218165373,470.4949844588881,-58.908792181351004,0.7126576209043054,193.69366569035685,95.83564439909698,95.83564439909698,0.572,0.787,79.532,0.0698,1.232,64,256,0.1,3000.0,NVIDIA L40S,gpu-n65.crc.pitt.edu,4,6,2,20,4,3,3642842,4,True,regression,0.0,12769.420297194327,0.24936545052992556,500,2.5.1.post303,7650.0
regression__segment_summary__coordinate_mlp_seed1,segment_summary,coordinate_mlp,500,2,111105,,,7650,1350,1000,22,17,0.23958369936693127,796.9210483352091,262.234458227769,77.81986354458586,0.8601330151895726,40.945373475551605,1089.6320638003729,460.9511993997089,86.88508442367802,0.6888937828236423,313.2360406147781,69.0049643465731,69.0049643465731,0.646,0.816,58.742,0.0445,1.435,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,1,3,3642655,1,True,regression,0.0,5450.08678516846,0.2656403494450697,500,2.5.1.post303,7650.0
regression__pulse_entities__coordinate_mlp_seed1,pulse_entities,coordinate_mlp,500,2,111105,,,7650,1350,1000,16,11,0.26098135924890975,862.3629942211525,355.4779555628947,6.073739903554979,0.8362185012422586,108.07280242697948,1142.1082582124936,561.5449097481552,-147.1857508184568,0.658206747459485,445.435265659493,155.10121313028435,155.10121313028435,0.456,0.708,39.708,0.0414,1.538,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,1,6,3642658,1,True,regression,0.0,15127.739238322658,0.2874543314070508,500,2.5.1.post303,7650.0
regression__pulse_entities__coordinate_mlp,pulse_entities,coordinate_mlp,500,2,111105,,,7650,1350,1000,16,11,0.25805794051343184,848.091327455555,397.06531060760165,-4.112876047804298,0.8415946440293562,171.24049365520477,1164.6945200616738,609.9187785146232,-203.8300787985735,0.644554512127576,315.5966468309647,190.0894532542257,190.0894532542257,0.074,0.68,28.485,0.0297,1.15,64,256,0.1,3000.0,NVIDIA L40S,gpu-n55.crc.pitt.edu,4,6,2,20,,6,3641610,,True,regression,0.0,26587.945072578605,0.28269710915185164,500,2.5.1.post303,7650.0
regression__pulse_entities__coordinate_mlp_seed4,pulse_entities,coordinate_mlp,500,2,111105,,,7650,1350,1000,18,13,0.27925963361621264,951.0221333192252,354.99377839525613,171.63928225500945,0.8008107637422834,122.53627181053162,1189.6791824140314,506.6987993758113,134.78298570391144,0.6291411343059962,638.4803448386787,207.47785069621526,207.47785069621526,0.184,0.814,33.268,0.0308,1.186,64,256,0.1,3000.0,NVIDIA L40S,gpu-n61.crc.pitt.edu,4,6,2,20,4,6,3642881,4,True,regression,0.0,19581.80883620873,0.3170073777730751,500,2.5.1.post303,7650.0
regression__pulse_entities__coordinate_mlp_seed3,pulse_entities,coordinate_mlp,500,2,111105,,,7650,1350,1000,14,9,0.23124909989433923,874.6571392567992,333.252428667006,16.253730306909144,0.8315153623762692,90.49295781409455,1200.6540813224783,562.9657396116135,-79.65099823919066,0.6222671596742448,327.35564539411877,109.88228607195369,109.51020204897463,0.531,0.746,46.94,0.0559,1.342,64,256,0.1,3000.0,NVIDIA L40S,gpu-n64.crc.pitt.edu,4,6,2,20,3,6,3642885,3,True,regression,0.0,11595.583515763692,0.2915523797522664,500,2.5.1.post303,7650.0
regression__pulse_entities__coordinate_mlp_seed2,pulse_entities,coordinate_mlp,500,2,111105,,,7650,1350,1000,15,10,0.25931600790979037,912.4837088395003,423.91991913056825,41.20110974325305,0.8166272253696267,198.17343726754189,1220.2584471420023,610.6874726387568,-165.29153793206797,0.6098311561287706,440.8490882406723,242.30965506836506,241.9917908160997,0.143,0.747,23.312,0.0259,1.144,64,256,0.1,3000.0,NVIDIA L40S,gpu-n60.crc.pitt.edu,4,6,2,20,2,6,3642861,2,True,regression,0.0,32129.493829771924,0.30416123627983344,500,2.5.1.post303,7650.0
